"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",3.183,11.319,10.694,6.311,7.077,9.839,9.876,9.735,10.902,8.272,7.23,4.51,7.62,5.556,0.445,10.044,12.657,8.531,13.039,9.398,10.336,-0.988,8.783,7.824,11.103,9.398,5.756,4.44,6.802,9.402,9.9,9.19,8.154,9.525,9.243,9.651,-1.273,8.764,8.902,11.72,10.043,8.078,9.293,13.301,2.144,6.572,8.324,7.87,7.766,15.46,13.952,19.209,2.494,-12.661,10.273,23.422,17.37,16.763,23.159,6.733,22.717,27.209,7.633,27.205,28.321,-4.514,24.596,2.381,9.132,16.689,17.126,9.388,16.511,18.637,19.205,19.476,-5.848,6.707,8.1,23.493,12.218,20.888,2.221,27.48,25.786,26.188,-21.458,-22.052,26.958,26.772,26.277,29.295,27.471,26.538,25.873,25.673,27.736,8.318,14.795,13.123
"2",6.407,16.48,14.086,11.49,11.296,13.681,15.234,15.242,16.352,12.877,10.858,9.234,12.055,6.616,6.135,13.836,15.577,12.936,18.054,11.796,15.557,1.655,11.071,10.065,16.199,11.796,10.063,9.816,10.469,13.591,15.276,14.965,12.852,14.968,12.667,13.005,3.622,12.553,14.495,16.807,15.55,12.728,14.769,16.256,6.808,11.783,13.636,10.818,10.41,19.531,16.138,24.231,6.442,-5.233,14.921,28.442,20.614,19.89,27.263,11.921,24.348,27.095,13.329,28.485,28.112,1.913,25.969,7.601,13.288,19.842,21.97,15.711,17.636,21.348,21.723,22.93,3.407,15.521,14.098,26.476,13.857,27.378,9.606,28.139,26.563,27.073,-12.838,-13.32,27.32,27.371,28.047,29.649,28.012,26.805,26.047,26.013,27.343,12.759,22.151,20.156
"3",11.802,19.849,17.319,14.154,16.7,16.255,18.168,18.824,19.268,15.993,14.532,15.208,16.078,8.93,13.081,16.548,17.788,15.631,21.913,14.56,18.706,6.925,13.83,12.775,19.07,14.56,15.771,11.919,15.751,16.093,18.651,19.127,15.647,18.274,15.563,15.843,8.367,16.34,17.962,19.246,18.534,16.147,17.418,19.899,12.172,13.81,18.871,13.785,13.146,22.881,18.882,28.485,11.16,0.829,20.013,33.192,24.115,24.161,30.476,17.925,26.853,29.061,19.521,30.349,27.505,10.127,27.631,13.971,18.674,23.994,27.186,22.232,23.014,25.417,25.624,27.035,12.502,21.693,19.707,29.656,18.014,32.643,15.406,29.267,27.747,28.388,-4.153,-4.541,27.856,26.344,26.675,27.324,28.255,27.636,26.598,26.07,26.961,17.647,28.444,26.559
"4",13.651,21.697,20.234,14.813,15.216,17.101,19.499,20.257,20.556,16.207,15.75,14.833,17.056,10.658,13.24,18.523,19.418,16.275,24.113,16.397,19.064,8.766,15.924,15.003,21.421,16.397,15.014,13.124,15.004,17.118,20.406,18.958,18.707,19.854,16.284,16.548,9.889,16.392,18.335,21.568,19.569,16.277,18.726,22.877,13.27,15.669,17.725,15.624,14.877,24.67,21.987,29.894,13.429,3.562,22.49,34.295,26.229,26.933,30.338,17.834,27.265,28.4,20.628,27.407,27.467,13.156,28.559,16.682,22.029,26.596,29.805,22.868,21.247,28.056,28.097,29.486,15.22,23.853,21.624,30.484,18.111,35.035,19.059,29.175,28.018,29.393,-1.71,-2.072,28.132,26.437,27.509,27.877,26.988,28.577,27.507,24.741,25.878,20.269,30.026,28.326
"5",15.159,21.98,20.201,15.411,16.386,17.404,19.878,20.519,20.945,17.321,17.169,15.394,17.298,11.119,12.14,18.311,19.259,17.21,24.176,16.63,19.853,8.048,15.405,15.215,21.814,16.63,15.799,13.291,16.274,17.307,20.633,19.885,18.341,20.105,17.169,17.407,9.545,17.963,19.112,22.474,20.089,17.371,19.193,22.442,13.157,15.569,18.589,15.317,14.548,26.199,20.849,30.845,14.433,1.429,22.371,34.011,26.059,27.078,30.67,17.826,27.937,28.032,20.516,26.214,27.146,12.353,28.424,15.721,21.152,26.632,29.417,22.33,20.543,27.974,28.153,29.324,13.173,20.78,19.984,30.762,17.597,34.487,16.644,28.795,27.704,29.183,-4.257,-4.699,27.543,25.87,26.221,26.921,26.555,28.128,27.321,24.284,25.497,18.724,27.313,25.195
"6",12.71,19.317,16.966,12.595,13.451,14.458,17.15,18.294,17.985,14.51,14.029,12.673,14.512,9.834,9.234,15.293,16.846,14.165,21.672,14.858,17.087,4.348,13.346,13.598,18.911,14.858,12.899,10.456,13.32,14.191,17.793,17.33,15.158,17.192,14.428,14.742,6.49,14.84,16.704,20.206,17.396,14.793,16.123,20.328,9.495,12.75,16.003,12.812,12.237,23.565,20.809,25.531,13.012,-0.694,19.911,29.254,23.539,25.389,27.642,15.662,26.692,28.082,17.143,26.356,27.164,4.754,27.372,9.524,15.402,24.524,26.257,18.909,19.346,25.687,25.915,26.506,6.147,14.693,15.573,28.449,16.47,30.813,9.504,28.607,27.255,28.555,-12.22,-12.76,27.321,26.025,26.055,27.029,26.469,27.646,27.095,24.106,25.482,14.572,22.34,19.739
"7",8.944,14.8,12.991,7.662,8.557,10.207,12.311,13.168,12.966,9.166,9.951,8.055,9.721,7.822,4.273,11.574,13.806,9.291,17.028,12.91,11.516,-0.0680000000000001,10.435,11.448,14.798,12.91,8.163,5.944,8.58,9.837,12.485,12.114,10.139,12.149,10.266,10.662,1.861,9.614,11.538,16.264,12.02,9.667,11.135,14.708,4.649,7.994,10.465,9.841,9.527,22.473,15.593,23.123,8.097,-6.579,14.073,24.864,18.628,21.315,24.655,10.126,23.241,26.827,10.336,24.908,26.802,-3.227,25.751,2.738,8.618,20.291,19.999,12.396,16.591,21.634,21.885,21.276,-4.326,5.01,8.151,24.089,13.583,23.369,-1.174,27.41,26.134,27.517,-20.087,-20.707,26.878,24.452,23.873,25.75,25.213,27.051,26.407,23.091,24.429,7.13,13.794,10.932
"8",2.798,10.126,5.217,0.607,3.017,4.07,6.698,8.667,6.915,2.571,3.804,1.749,3.41,2.961,-3.447,4.581,8.122,2.944,13.203,7.348,5.487,-3.236,4.419,5.853,8.535,7.348,1.872,-1.277,2.74,3.745,7.298,6.963,2.398,6.794,4.409,4.916,-5.329,3.621,6.432,10.728,6.476,3.917,4.599,7.296,-3.599,0.622,5.722,3.642,3.867,18.315,9.192,15.878,4.477,-10.85,10.726,17.645,13.358,20.218,19.542,7.07,20.609,23.833,5.913,20.819,26.326,-8.965,23.897,-2.142,3.23,18.105,15.936,8.158,11.535,19.649,20.068,18.041,-16.265,-1.062,0.25,21.169,9.644,17.529,-12.909,26.383,24.95,26.398,-22.033,-22.566,26.524,22.96,22.084,24.792,23.75,26.613,25.799,22.13,23.63,-0.52,7.322,4.943
"9",-2.111,4.767,2.598,-5.233,-2.325,-0.0760000000000005,0.299,3.033,0.322,-2.944,-1.116,-2.711,-1.446,0.484999999999999,-9.052,0.895,4.981,-1.58,8.398,4.552,-1.763,-7.242,1.167,2.165,3.919,4.552,-2.634,-6.281,-1.987,-0.54,1.332,0.43,-1.589,0.805,0.389,0.966,-10.347,-2.307,-0.198,5.419,-0.075,-3.054,-2.056,6.011,-10.159,-4.186,-0.239,-0.119,0.36,14.762,8.352,12.474,-0.849,-13.102,5.542,14.17,11.419,16.089,14.622,3.138,17.869,19.512,0.972,16.732,25.451,-17.898,21.926,-9.326,-4.487,13.341,10.441,4.234,6.492,15.117,15.655,13.101,-24.33,-9.273,-6.176,16.144,5.086,12.164,-22.703,24.762,23.16,24.645,-24.252,-24.721,25.289,20.265,19.677,23.196,21.924,25.41,24.526,20.443,22.364,-7.741,2.564,-0.782
"10",-4.294,3.162,4.508,-4.483,-8.478,-1.265,-0.172,-1.02,0.589,-3.713,-3.356,-8.271,-2.748,2.866,-10.499,1.787,5.665,-2.907,5.804,3.777,-2.671,-2.463,2.177,1.781,4.757,3.777,-8.332,-4.807,-7.598,-1.461,-0.954,-5.037,0.394,-0.518,-1.632,-1.034,-9.431,-5.387,-4.182,6.225,-1.987,-4.056,-0.986,7.123,-9.591,-2.427,-6.278,-0.123,0.428,13.353,9.274,11.338,-5.218,-12.389,1.255,12.624,10.247,12.768,12.606,-1.552,16.606,18.046,-3.538,16.977,25.289,-23.369,21.463,-11.742,-4.741,10.301,7.629,0.589,6.104,12.086,12.684,10.467,-26.612,-14.163,-7.787,13.629,4.294,10.158,-23.753,24.346,22.638,24.097,-26.097,-26.561,24.874,18.596,18.532,22.612,22.269,24.773,23.793,20.671,22.809,-8.815,1.196,-2.988
"11",-5.88,7.408,5.076,-0.634,-3.27,2.267,4.357,4.9,4.961,0.129,-2.986,-5.521,-0.298,2.265,-12.764,4.326,7.749,0.134,9.798,6.143,2.657,-4.469,4.486,3.66,7.176,6.143,-4.531,-1.888,-3.619,1.923,4.435,1.834,2.558,4.355,1.177,1.724,-11.316,-1.414,2.498,8.59,3.675,0.571,3.213,7.227,-11.05,0.199,-0.0930000000000009,2.524,2.941,14.36,9.31,13.461,-4.464,-17.959,5.426,15.053,11.483,14.864,15.526,2.273,18.17,20.781,0.393,19.754,26.314,-24.404,21.597,-11.601,-2.352,12.377,10.886,3.37,8.336,13.732,14.193,12.464,-23.063,-9.631,-4.591,15.833,6.074,12.57,-18.939,24.096,22.697,24.36,-31.283,-31.872,24.948,20.786,20.362,24.854,22.378,25.002,23.978,20.721,23.225,-5.047,4.658,1.419
"12",-3.441,7.289,7.045,0.449,-3.031,4.67,5.106,4.23,5.903,0.791,0.394,-3.884,1.418,2.147,-7.377,6.376,9.445,1.86,9.123,6.634,3.423,-4.317,5.388,4.464,7.994,6.634,-3.339,-0.524,-2.96,4.312,4.94,1.292,5.295,4.78,3.43,3.917,-6.837,-0.376,2.153,8.585,4.253,0.562,4.329,8.914,-5.536,2.648,-0.46,3.972,4.225,13.411,10.592,14.596,-2.975,-14.911,5.764,17.259,12.814,13.584,17.938,3.045,19.079,25.322,3.087,23.725,27.28,-16.98,22.805,-5.632,4.006,12.524,12.194,5.395,13.04,14.05,14.662,14.065,-15.68,-2.694,0.749,18.323,9.926,15.355,-9.663,24.844,23.593,24.863,-29.304,-29.911,25.001,23.931,22.208,26.604,23.924,25.099,24.212,22.164,24.503,0.593,9.382,6.971
"13",-0.167,11.55,7.808,5.216,5.723,6.959,9.656,10.808,10.43,6.454,3.709,2.369,5.937,3.674,-1.227,7.178,10.07,5.962,13.692,6.771,9.99,-0.935,6.501,5.088,9.911,6.771,3.608,2.849,4.587,6.686,10.424,9.91,5.878,9.672,6.017,6.469,-3.219,6.554,9.659,10.888,10.345,7.23,8.652,9.525,-0.75,4.356,8.651,5.182,5.247,15.01,10.69,17.377,1.699,-12.788,11.914,21.484,15.056,18.819,22.417,8.422,21.09,29.45,9.12,28.485,28.157,-6.752,23.665,1.101,8.311,18.229,18.573,10.745,18.946,20.032,20.424,20.535,-7.251,8.268,7.593,23.303,14.716,21.993,-1.023,25.798,24.426,25.321,-21.122,-21.636,25.531,26.729,24.974,27.87,25.76,25.34,24.714,24.232,26.241,7.617,16.335,14.945
"14",6.545,13.714,9.99,8.302,12.468,10.022,12.082,14.007,13.115,10.628,9.568,10.228,10.444,5.82,6.204,9.659,12.097,10.031,16.225,8.52,13.486,2.435,8.892,7.499,11.952,8.52,10.91,5.464,11.164,9.786,12.914,14.817,8.285,12.087,9.515,9.91,2.932,11.76,13.275,12.664,13.095,11.117,11.296,12.918,6.371,7.128,14.642,8.121,7.906,16.033,14.712,20.014,7.905,-5.457,15.662,25.931,18.542,20.829,25.662,13.203,23.081,29.098,14.105,30.072,27.823,2.222,25.077,8.325,14.541,20.52,22.477,16.31,21.548,21.986,22.267,23.273,3.173,16.763,14.239,26.282,16.027,27.117,7.577,26.777,25.389,26.442,-11.383,-11.809,26.008,27.073,27.077,28.349,26.604,25.991,25.435,24.67,26.162,13.431,22.982,21.796
"15",11.867,21.061,16.998,15.089,16.745,15.794,19.22,20.409,20.392,16.661,14.006,14.904,15.968,8.16,11.032,16.157,17.359,15.819,23.231,12.618,19.901,5.917,12.44,11.22,19.916,12.618,15.586,12.679,15.809,15.98,20.003,20.355,16.207,19.422,15,15.275,7.184,17.025,19.358,20.298,19.806,17.289,18.641,19.355,11.305,14.61,19.07,12.218,11.665,23.031,18.046,28.602,9.355,-1.184,20.446,32.683,22.951,25.208,30.287,15.999,25.258,27.913,17.746,28.064,26.928,9.406,26.604,13.365,18.569,24.774,27.524,20.045,21.111,26.301,26.401,27.644,11.06,20.442,19,29.6,17.272,32.437,16.589,27.331,26.248,27.827,-5.523,-5.928,26.46,26.06,26.877,27.42,26.022,26.835,26.032,23.885,24.982,18.084,26.835,25.302
"16",14.79,21.698,18.055,13.609,16.144,15.182,19.098,20.959,19.864,15.444,15.056,15.912,16.809,9.51,14.448,16.237,17.424,15.136,24.386,13.666,18.696,7.241,13.075,12.156,20.351,13.666,15.85,11.416,15.484,15.277,20.611,20.042,16.739,19.771,14.758,15.042,10.625,16.199,18.936,20.551,19.594,15.885,17.702,21.872,14.434,13.902,19.225,12.994,12.378,24.548,20.916,28.854,12.057,3.16,23.37,32.642,25.42,27.44,29.832,19.026,26.772,27.655,21.449,26.626,26.718,12.591,28.008,16.312,21.696,26.732,29.951,23.473,19.935,28.047,28.057,29.252,15.452,23.889,21.402,30.222,17.682,34.499,18.864,28.584,27.453,28.74,-1.726,-2.075,27.276,25.429,26.439,26.908,26.334,27.772,26.802,24.078,25.092,19.905,29.789,28.201
"17",16.331,22.742,20.395,16.475,15.932,17.332,20.775,20.909,21.906,17.71,16.249,16.39,17.692,10.398,14.565,18.813,19.527,17.499,24.63,15.74,20.153,7.986,13.409,13.364,23.138,15.74,16.133,14.792,16.035,17.659,21.275,19.101,19.755,20.897,16.736,16.98,11.123,17.431,18.888,24.065,20.602,17.393,20.316,22.973,14.503,17.232,17.868,13.781,13.118,26.136,21.579,29.709,13.52,4.012,22.199,32.157,25.591,26.401,29.504,17.219,26.928,27.58,19.899,25.472,26.67,10.536,28.152,14.502,19.854,25.491,28.269,21.867,19.676,26.769,26.94,28.003,11.818,20.003,19.208,29.615,17.202,33.124,15.333,28.613,27.521,29.095,-3.279,-3.681,27.232,25.456,25.999,26.545,26.093,27.9,27.202,23.916,25.152,18.66,27.525,25.475
"18",12.681,19.597,15.833,12.74,12.813,14.355,17.335,17.903,18.139,14.41,13.347,12.566,13.907,9.03,9.414,15.042,16.519,13.982,21.732,14.105,16.943,3.804,11.473,12.085,19.124,14.105,12.721,10.481,13.171,14.238,17.885,16.025,14.605,17.42,14.005,14.315,6.459,14.67,16.025,20.425,17.377,14.65,16.293,17.525,9.516,12.564,14.599,11.677,11.184,24.647,17.505,26.541,12.537,-0.564,19.061,28.631,21.44,24.949,28.13,14.138,25.86,27.912,15.729,25.449,26.687,5.12,27.064,9.611,15.429,23.833,25.26,17.51,19.137,25.116,25.357,25.765,5.497,13.67,14.872,28.112,16.669,29.449,9.86,28.019,26.854,28.113,-12.614,-13.148,26.742,25.457,25.189,26.153,25.712,26.984,26.358,23.423,24.805,14.482,20.737,18.438
"19",6.326,12.57,11.511,5.195,5.563,9.007,9.955,11.055,10.585,6.809,8.378,5.207,7.77,7.001,1.319,10.184,12.65,7.544,15.109,11.923,8.774,1.682,9.192,10,12.848,11.923,5.237,3.621,5.718,8.505,10.32,9.318,9.083,9.853,9.187,9.586,-0.202,7.067,8.962,14.223,9.641,6.809,8.827,14.41,1.967,6.514,8.066,8.453,8.263,19.52,15.42,20.402,6.15,-7.249,13.143,23.508,17.809,20.517,23.247,10.085,23.339,26.604,10.276,23.679,26.107,-2.497,26.088,3.594,10.308,19.394,19.218,12.518,15.426,20.981,21.382,20.774,-3.842,6.163,8.206,23.867,13.693,22.928,0.034,27.045,25.953,27.567,-20.293,-20.885,26.163,24.612,24.107,25.73,24.575,26.735,26.298,22.455,23.906,7.345,13.882,11.28
"20",0.016,6.529,6.005,-1.995,-1.769,2.765,3.127,3.71,3.521,-0.47,2.125,-2.489,1.277,5.341,-7.562,3.983,7.506,0.815,9.502,7.084,0.791,-0.371,6.132,7.183,7.026,7.084,-2.104,-3.244,-1.125,2.251,3.226,0.998000000000001,2.276,2.965,3.21,3.729,-6.003,-0.0569999999999999,0.666,8.582,1.948,-0.747,1.579,10.218,-5.375,-0.601,0.331,4.437,4.574,16.496,12.94,15.805,0.502,-11.699,7.392,18.449,15.245,16.693,17.708,4.361,20.984,22.306,3.874,18.962,25.956,-12.282,24.265,-4.197,2.179,15.023,13.193,6.653,9.588,16.762,17.205,15.549,-16.455,-4.737,-0.261,18.525,8.309,16.396,-10.419,26.268,25.06,26.206,-24.867,-25.424,26.267,21.751,21.153,23.922,23.35,26.202,25.306,21.479,22.904,-0.082,6.289,2.978
"21",-2.209,0.584,0.351999999999999,-8.766,-8.437,-3.417,-3.277,-3.126,-2.803,-8.672,-2.049,-6.045,-4.071,4.881,-8.831,-0.938,3.326,-5.944,3.925,3.712,-7.081,-1.992,3.358,3.902,1.812,3.712,-6.605,-8.52,-6.685,-4.005,-3.458,-7.143,-2.884,-3.457,-3.088,-2.459,-7.51,-8.03,-7.28,3.545,-5.139,-8.946,-4.388,3.767,-7.27,-5.38,-7.558,0.965,1.34,11.72,6.608,9.784,-5.665,-13.078,1.245,11.831,9.024,12.613,13.028,-1.196,15.874,18.483,-2.345,15.948,25.024,-24.492,23.464,-12.02,-3.601,10.49,7.647,1.749,5.622,12.469,13.104,10.781,-24.234,-9.895,-5.84,14.662,4.306,10.91,-17.649,25.435,24.301,25.113,-29.821,-30.386,25.583,19.166,19.196,22.79,22.408,25.272,24.262,20.621,22.168,-6.164,2.78,-0.65
"22",-1.928,-0.521,1.287,-6.916,-8.304,-1.677,-3.559,-4.885,-2.648,-4.554,-0.371,-6.748,-3.678,5.339,-8.86,-0.655,3.526,-3.454,2.016,3.315,-5.327,-1.989,4.154,4.18,0.929,3.315,-6.669,-8.638,-6.164,-2.687,-4.684,-8.159,-3.117,-4.089,-0.671,-0.122,-6.595,-5.287,-7.735,2.046,-5.371,-6.12,-4.221,3.84,-6.048,-5.67,-9.073,1.942,2.319,10.634,6.587,9.006,-6.004,-14.116,-3.683,10.82,8.754,7.27,11.155,-6.189,15.859,18.279,-7.72,16.969,24.211,-24.321,23.138,-11.102,-1.04,5.289,2.695,-2.793,5.861,7.289,8.139,6.023,-27.647,-16.041,-8.679,11.505,4.194,6.346,-24.279,25.574,23.987,24.963,-31.091,-31.719,25.747,18.68,18.633,22.775,23.076,25.358,24.281,20.924,23.073,-9.346,0.301,-3.648
"23",-0.92,3.544,5.785,-3.556,-6.77,3.754,0.436,-1.382,1.106,-2.614,1.35,-4.721,-0.973,5.032,-7.983,4.764,7.984,0.224,5.634,7.429,-2.523,-3.012,6.506,6.661,5.435,7.429,-4.821,-3.55,-4.817,2.783,-0.193,-5.691,2.181,0.25,3.516,3.977,-6.552,-3.488,-4.521,6.007,-1.428,-4.18,-0.286,7.888,-4.886,-0.584,-7.611,5.407,5.64,12.849,9.995,12.389,-7.203,-17.394,-1.092,14.103,11.472,9.912,14.577,-6.41,17.773,19.614,-7.377,18.473,26,-23.975,22.825,-11.716,-2.064,8.443,6.027,-3.704,6.589,10.593,11.443,9.774,-23.837,-13.383,-6.061,15.142,4.858,8.314,-18.678,25.16,23.523,24.398,-34.628,-35.374,24.502,19.967,19.541,24.341,23.723,24.483,23.549,21.79,23.819,-6.167,-0.68,-3.537
"24",-0.838,5.415,8.537,1.605,-3.19,6.961,4.065,1.614,5.474,2.229,2.644,-3.418,2.139,5.58,-6.59,8.475,11.111,4.028,6.838,9.175,2.923,0.445,7.437,6.297,7.697,9.175,-2.717,1.333,-2.14,6.622,2.809,-1.069,6.042,3.101,5.649,6.079,-5.369,0.771,-0.156,8.304,2.56,1.131,4.674,11.171,-2.879,4.29,-2.84,5.966,6.065,12.389,12.805,14.438,-8.145,-16.775,1.982,17.645,13.871,10.454,17.007,-1.873,19.08,24.481,-1.087,25.279,27.286,-19.252,23.698,-7.791,1.101,10.195,9.417,1.755,13.65,12.5,13.275,12.704,-15.793,-4.143,1.208,17.386,9.504,13.625,-6.885,25.659,24.4,24.992,-29.235,-29.887,24.99,23.313,22.207,26.61,25.107,25.133,24.372,23.435,25.427,1.964,9.085,6.729
"25",2.111,12.023,9.114,7.817,6.096,9.222,11.535,9.949,12.799,9.191,6.774,3.129,7.178,6.331,-0.738,9.131,11.604,8.604,13.053,8.453,12.318,2.322,7.669,6.873,11.509,8.453,4.442,5.036,5.715,8.978,10.638,9.327,8.019,10.604,8.592,8.964,-1.828,8.97,9.965,12.986,11.552,9.536,11.314,10.532,1.353,6.762,7.346,7.256,7.164,15.198,11.694,18.167,-0.373,-12.563,7.947,21.723,15.344,15.295,22.224,3.341,20.261,27.771,4.537,28.576,27.961,-8.983,24.284,0.0109999999999999,7.748,15.033,15.116,6.402,18.308,17.103,17.787,17.993,-7.258,2.455,7.077,22.623,13.318,19.253,0.936,25.804,24.61,25.383,-20.309,-20.87,24.991,25.992,24.372,27.579,25.595,24.978,24.456,23.867,25.663,7.783,12.723,10.685
"26",6.393,15.313,12.158,9.483,11.509,12.299,13.914,13.842,14.9,10.967,10.122,9.49,10.958,6.922,5.775,12.401,14.33,11.223,17.108,10.913,14.107,3.851,10.354,8.843,14.46,10.913,10.299,7.404,10.546,12.18,14.072,13.7,11.094,13.73,11.284,11.623,2.513,11.436,12.997,15.192,14.182,11.374,13.124,13.961,6.178,9.737,13.107,9.701,9.374,18.012,14.919,21.71,4.475,-5.927,13.816,26.118,17.827,19.629,26.811,10.585,21.878,27.46,11.889,29.532,28.081,1.82,25.374,8.269,14.862,19.539,21.232,14.329,18.977,21.371,21.838,22.855,3.989,15.742,14.462,26.969,14.871,26.481,9.68,26.48,25.278,26.693,-11.228,-11.662,25.834,26.485,26.309,27.788,26.681,25.957,25.507,24.943,26.272,13.55,22.001,20.523
"27",11.598,19.662,15.288,13.459,15.938,14.944,17.715,18.984,18.768,15.635,14.743,14.268,15.199,9.036,11.229,14.938,16.349,15.037,22.099,12.623,18.339,7.27,12.751,11.643,17.995,12.623,14.999,10.901,15.286,14.932,18.591,19.093,14.092,17.917,14.435,14.72,7.865,16.347,17.838,18.438,18.221,15.984,16.837,17.696,11.546,12.757,17.973,12.715,12.136,21.578,17.229,25.916,9.771,-0.0490000000000001,19.559,30.178,21.609,24.313,29.308,15.703,23.957,27.717,17.452,28.683,27.514,9.366,27.371,13.65,18.939,23.84,26.654,19.947,21.617,25.498,25.734,26.985,11.576,20.52,19.027,29.634,17.19,31.713,15.695,27.918,26.854,28.268,-4.23,-4.623,26.867,25.86,26.472,27.131,26.381,27.252,26.469,24.127,25.237,17.505,27.264,25.731
"28",15.424,23.469,20.249,17.293,18.315,17.817,21.921,21.931,23.19,18.692,16.651,17.221,18.384,10.324,14.244,18.896,19.637,17.967,25.302,15.511,22.241,9.962,14.164,13.282,23.24,15.511,17.628,15.053,17.734,18.197,22.173,21.603,19.919,21.909,16.992,17.226,9.965,19.185,20.859,23.847,21.918,19.483,21.395,22.526,13.883,17.437,20.728,14.324,13.626,25.834,20.481,30.182,15.973,3.326,22.701,33.862,26.023,26.446,30.542,18.544,26.527,27.684,20.792,26.06,27.093,13.086,28.416,16.168,20.85,25.456,28.81,22.856,19.919,26.841,27.135,28.339,14.987,22.741,20.765,30.601,17.509,33.656,17.578,28.621,27.546,28.702,-0.834,-1.197,26.968,25.371,26.319,26.835,26.214,27.602,26.681,23.944,24.959,18.916,28.784,27.164
"29",17.272,20.818,19.044,14.133,16.905,17.977,18.246,19.595,19.307,16.211,17.818,17.061,17.376,12.644,14.773,18.024,18.951,16.982,23.492,16.921,18.242,9.988,15.769,15.418,20.667,16.921,17.092,12.356,17.036,17.691,19.442,19.085,17.152,18.667,17.826,18.036,11.196,17.404,17.72,20.952,18.459,16.062,17.562,21.745,14.914,14.72,18.65,15.725,14.893,25.791,20.961,29.727,15.441,2.938,22.35,32.992,25.32,26.611,30.211,18.261,26.787,27.865,20.573,26.25,26.888,10.042,27.679,14.133,19.773,25.791,28.563,22.443,20.723,27.136,27.371,28.394,13.219,21.255,19.903,30.324,17.732,33.306,16.392,28.436,27.171,28.387,-4.474,-4.933,26.953,25.633,25.985,26.715,26.298,27.33,26.49,24.122,25.364,18.745,27.324,25.47
"30",13.378,17.964,17.095,12.208,12.652,15.432,15.854,15.944,16.952,13.788,14.748,12.802,14.145,10.846,9.352,16.134,17.409,14.386,20.078,16.033,15.691,5.227,13.82,14.34,18.603,16.033,12.856,10.572,13.044,15.017,16.082,14.76,15.062,15.734,15.369,15.643,6.997,14.122,14.379,19.52,15.627,13.681,15.454,20.152,9.996,12.963,13.952,13.807,13.21,24.044,20.277,26.408,12.567,-1.348,17.617,29.633,23.35,23.834,28.046,13.594,25.947,27.583,15.146,25.552,27.136,4.96,26.87,9.508,15.112,23.315,24.535,17.164,19.298,25.022,25.385,25.819,5.011,13.839,14.534,28.389,16.552,28.791,7.748,28.204,26.87,27.942,-11.557,-12.098,26.868,25.253,25.071,25.996,26.053,26.883,26.265,23.718,25.125,14.028,20.853,18.742
"31",1.701,14.463,13.1,7.035,3.575,8.626,11.739,12.549,12.455,7.707,5.814,0.703,7.066,4.383,-3.705,10.986,13.218,7.494,16.878,11.004,10.286,-0.797,7.036,8.041,14.689,11.004,1.568,5.402,2.986,8.474,12.155,9.98,10.57,11.696,8.279,8.703,-3.751,6.508,10.246,16.217,11.39,7.948,10.882,15.287,-2.609,7.815,7.76,6.651,6.556,21.018,16.261,21.418,7.984,-7.826,14.286,23.901,18.622,22.412,23.816,10.505,23.798,26.309,10.972,24.311,26.876,-2.251,25.619,3.038,8.209,21.015,20.639,13.115,16.126,22.723,23.136,22.331,-6.736,6.588,7.329,24.88,12.987,23.925,-1.31,27.356,26.109,27.197,-18.094,-18.588,26.608,24.236,23.535,25.478,24.707,26.579,25.893,22.643,24.123,7.294,14.941,12.675
"32",0.685,9.906,6.838,2.24,0.873,4.805,6.965,7.091,7.517,3.371,3.695,-0.891,2.957,3.488,-7.082,6.225,9.34,3.645,12.384,9.057,5.158,-4.575,6.554,7.651,10.368,9.057,-0.173,0.967,1.19,4.51,6.672,4.497,5.065,6.67,5.034,5.511,-6.617,3.128,4.859,12.416,5.965,3.552,5.756,8.783,-5.401,3.228,2.75,5.014,5.138,18.875,10.688,17.034,0.228,-13.437,8.46,17.729,13.11,18.519,19.334,4.347,19.236,22.384,3.919,19.941,25.744,-13.132,24.88,-6.274,-1.399,16.488,14.137,6.795,10.788,18.117,18.613,16.58,-13.794,-0.615,1.107,20.177,8.62,16.51,-9.171,27.109,25.779,26.508,-27.629,-28.275,26.137,21.402,20.759,23.821,23.905,26.161,25.411,22.19,23.521,-0.296,7.129,4.833
