"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"755",-6.804,6.578,5.391,-2.185,-5.596,2.231,3.583,4.094,3.817,-1.184,-3.374,-8.605,-0.949,2.359,-12.412,3.948,7.615,-0.452,9.291,6.031,1.543,-5.002,4.382,4.161,5.648,6.031,-7.447,-3.104,-6.069,1.655,3.699,-0.246,1.525,3.574,1.259,1.821,-11.006,-2.553,1.014,6.642,2.921,-0.7,1.597,7.767,-10.483,-0.767,-2.047,2.943,3.376,13.889,9.687,14.003,-3.406,-17.943,5.034,15.988,12.457,13.934,16.469,2.168,18.806,20.602,0.991,19.978,26.957,-17.777,21.035,-8.043,-0.97,12.671,11.068,4.059,8.646,14.7,15.207,13.711,-25.207,-11.015,-5.02,17.399,5.987,13.74,-18.884,24.316,22.658,24.824,-28.192,-28.709,25.163,20.515,21.692,25.683,23.547,25.343,24.537,21.621,24.088,-4.627,7.263,3.484
"756",-3.766,7.919,8.167,2.066,-2.774,5.903,5.999,5.18,6.961,2.655,1.008,-4.664,1.878,3.815,-9.23,6.999,10.141,3.462,9.774,7.159,5.052,-1.922,5.915,4.975,8.301,7.159,-3.543,0.954,-2.259,5.701,5.744,1.759,5.232,5.47,4.592,5.074,-7.473,1.146,3.154,8.957,5.465,2.35,5.414,9.832,-5.952,3.191,-0.598,4.446,4.68,14.353,11.016,16.455,-3.272,-16.385,5.592,19.607,14.213,14.078,19.13,2.229,20.422,26.499,3.026,25.153,27.885,-14.655,21.779,-5.385,1.771,12.631,12.162,5.097,14.544,14.188,14.899,14.208,-18.421,-2.331,0.586,19.064,10.921,15.624,-8.368,24.826,23.161,24.845,-26.125,-26.68,25.251,24.556,23.626,27.977,25.315,25.36,24.714,23.485,25.968,1.764,10.781,8.592
"757",-0.793,11.506,8.625,4.552,3.581,7.328,9.52,11.056,10.216,5.413,3.912,0.281,5.751,4.774,-3.003,7.883,10.817,5.512,13.804,7.127,9.235,1.149,6.775,5.529,10.136,7.127,1.579,2.542,2.561,6.973,10.46,9.846,6.592,9.546,6.394,6.857,-3.369,4.824,9.524,11.012,10.183,5.778,8.353,11.012,-1.114,4.856,8.212,5.724,5.728,14.948,12.623,18.43,1.046,-13.131,11.617,22.642,15.551,17.931,23.265,9.027,20.665,28.312,9.288,28.997,28.799,-5.905,23.744,1.77,8.935,17.138,17.574,10.992,19.211,18.658,19.101,19.209,-7.808,7.527,7.848,23.399,13.494,20.809,1.909,26.775,24.981,25.766,-20.522,-21.028,26.167,26.965,25.863,29.523,27.321,25.918,25.42,25.418,27.533,8.777,16.453,14.83
"758",5.694,14.79,10.967,8.098,9.235,10.04,12.772,14.338,13.43,9.56,9.305,7.552,9.878,6.742,4.679,10.34,12.786,9.293,17.502,8.677,12.777,5.196,9.514,8.022,13.034,8.677,8.291,5.783,8.795,9.69,13.814,13.521,9.15,12.925,9.474,9.896,2.504,9.852,12.689,13.668,13.389,9.893,11.505,13.111,5.808,7.522,12.025,8.583,8.36,16.658,14.043,21.658,6.126,-6.329,16.773,26.97,18.359,22.995,27.914,13.337,22.817,27.942,15.138,30.595,28.932,2.756,25.308,8.648,14.813,23.433,25.179,17.262,20.36,24.805,24.995,26.016,3.278,15.045,14.679,29.564,15.035,29.493,9.018,27.205,25.936,27.297,-10.932,-11.343,27.206,27.034,26.855,28.803,26.734,27.101,26.541,25.15,26.834,13.882,23.832,21.666
"759",11.577,19.501,16.912,14.462,14.407,17.094,17.695,18.204,19.057,15.904,15,12.912,15.488,9.374,10.756,16.876,18.083,16.248,21.706,14.285,17.955,8.538,13.933,12.513,19.335,14.285,13.411,12.581,13.812,17.137,18.227,17.882,15.86,17.731,16.217,16.495,7.991,15.878,17.044,19.666,17.869,15.39,17.612,19.255,11.736,14.493,16.692,13.67,13.135,21.922,19.609,26.247,8.837,0.147,20.259,31.25,23.057,24.254,29.61,17.024,25.137,28.051,19.067,29.106,28.047,9.872,27.828,13.729,18.519,24.007,27.363,21.299,20.971,25.177,25.275,26.731,11.642,21.474,19.591,29.399,17.443,32.597,16.299,28.789,27.567,28.87,-3.906,-4.298,27.785,26.24,27.219,28.036,27.062,28.173,27.279,25.117,26.14,18.472,28.596,27.092
"760",18.682,21.891,20.353,16.087,19.648,19.121,19.72,20.414,21.097,17.905,19.011,20.352,19.059,11.35,18.665,19.361,20.132,18.633,24.388,16.578,19.796,9.714,14.88,14.662,22.097,16.578,20.174,14.548,19.522,18.98,20.563,20.854,19.124,19.928,18.866,19.08,13.284,18.893,19.192,22.233,19.771,17.295,19.545,22.539,17.611,16.855,20.679,15.83,15.129,26.106,21.785,30.073,14.306,4.743,22.863,33.679,26.368,26.619,31.215,19.286,27.556,28.228,21.902,27.493,28.076,13.975,28.424,16.761,21.365,25.784,29.125,24.03,21.934,26.884,26.995,28.257,15.149,21.559,21.272,30.806,18.493,33.934,18.755,29.011,27.853,29.378,-1.345,-1.767,27.842,26.053,27.51,27.728,27.091,28.581,27.498,24.553,25.687,20.174,29.289,26.688
"761",15.003,22.302,18.219,14.284,16.541,15.616,19.474,20.398,20.101,15.965,15.408,16.45,16.72,10.785,13.209,16.789,18.027,15.355,24.722,15.144,18.777,8.129,14.138,13.666,21.214,15.144,16.352,12.244,16.141,15.49,20.881,19.589,16.938,20.139,15.252,15.547,9.641,16.436,18.54,21.625,19.754,16.06,17.988,22.009,12.578,14.378,18.439,13.768,13.158,26.108,21.892,30.177,13.519,3.627,22.229,33.897,27.027,27.075,30.486,17.636,28.128,28.553,20.02,26.872,28.086,10.853,28.856,15.132,20.621,26.137,28.364,22.068,20.758,27.246,27.368,28.078,12.9,20.653,19.938,30.372,17.997,32.492,16.256,29.399,28.267,29.473,-2.191,-2.554,28.183,26.18,26.639,27.326,27.039,28.517,27.611,25.011,26.106,19.122,27.984,25.763
"762",10.722,15.334,15.701,10.31,9.549,14.705,13.21,13.659,14.665,11.532,12.75,9.524,12.499,11.517,6.713,15.166,16.789,12.54,18.11,15.743,13.073,8.371,14.638,14.878,16.875,15.743,9.637,9.142,9.927,14.045,13.456,12.804,13.723,12.896,14.215,14.543,5.695,11.284,11.891,17.633,12.828,11.016,13.46,19.809,8.103,11.795,11.886,13.911,13.304,22.386,21.303,24.714,9.281,-1.455,17.966,29.223,23.655,23.982,27.026,15.081,27.182,28.095,17.633,26.452,27.589,4.262,28.238,9.87,16.094,23.321,25.212,19.182,19.646,24.493,24.655,25.321,6.033,14.894,15.211,27.375,16.516,30.032,9.094,29.103,27.86,29.281,-9.883,-10.349,27.729,25.679,25.938,27.175,26.911,28.15,27.446,24.456,26.134,14.074,22.813,20.195
"763",4.568,12.111,10.96,5.845,3.078,9.681,9.454,9.901,10.402,7.151,7.998,2.067,7.155,8.396,-1.308,10.316,12.817,7.863,14.686,12.651,8.546,3.575,10.869,11.606,12.487,12.651,2.584,4.18,3.613,9.067,9.694,7.523,8.191,9.225,9.695,10.106,-0.922,6.229,7.564,13.877,8.926,6.656,8.896,14.908,1.043,6.335,5.851,9.725,9.48,20.116,17.042,20.224,5.013,-8.022,11.333,24.053,20.012,19.68,23.066,7.649,25.331,26.141,8.207,25.358,27.269,-2.706,27.254,3.866,10.169,18.456,17.383,10.964,16.69,20.329,20.623,19.693,-3.717,6.59,8.846,22.974,13.043,21.131,0.481,28.142,27.119,28.429,-17.499,-18.026,27.233,24.384,23.901,26.196,25.667,27.472,26.718,23.512,24.906,8.456,15.886,13.764
"764",0.947,6.845,6.751,-0.726,-4.073,4.679,3.799,2.976,4.322,0.279,2.418,-3.582,1.495,7.115,-5.47,6.184,9.43,1.803,9.709,9.8,1.528,1.453,7.267,8.756,7.833,9.8,-3.89,-1.384,-3.348,4.223,3.334,-0.976,3.704,3.288,4.28,4.791,-3.727,-1.049,-0.101,9.439,2.078,-0.0980000000000003,2.604,8.738,-3.519,1.442,-2.689,6.255,6.28,16.893,10.628,15.307,1.436,-8.865,6.301,17.914,14.344,17.296,18.525,1.394,20.81,22.35,1.858,20.846,26.465,-12.476,25.2,-3.775,3.213,16.041,13.675,4.553,11.286,17.991,18.438,16.656,-17.728,-6.017,-0.186,20.001,8.145,16.721,-10.155,26.784,25.553,27.005,-24.506,-25.062,26.361,21.964,21.89,25.266,23.528,26.808,26.119,21.572,23.208,0.47,7.262,4.217
"765",-3.755,2.154,3.086,-2.813,-5.749,3.544,-0.216,-0.842,1.164,-0.385,2.425,-8.668,-1.533,5.994,-15.043,3.081,6.848,1.082,4.679,7.986,-0.2,-0.772,7.001,8.446,3.994,7.986,-6.582,-4.229,-3.952,2.635,-1.633,-2.765,-0.221,-1.184,4.218,4.714,-8.193,-0.86,-2.201,6.127,-1.23,-1.003,-0.258,5.21,-9.142,-1.492,-4.459,5.448,5.614,12.883,7.649,10.297,-1.626,-13.108,-1.301,13.086,9.935,10.803,13.461,-3.788,16.56,20.048,-5.195,18.309,25.759,-19.075,24.324,-8.246,-0.494,8.661,5.363,-0.104,8.112,10.621,11.306,8.875,-26.23,-10.34,-6.169,13.691,5.796,8.158,-17.607,26.704,25.123,25.977,-26.415,-27.002,25.973,20.427,20.284,24.002,23.9,26.187,25.307,21.842,23.662,-5.174,2.969,0.455
"766",-11.303,-2.049,1.725,-10.877,-16.263,-4.275,-6.529,-6.303,-5.806,-10.71,-6.816,-16.022,-7.549,4.092,-18.329,-0.933,3.544,-8.187,1.712,3.816,-9.819,-1.448,4.646,4.244,0.476999999999999,3.816,-15.443,-10.785,-14.389,-5.257,-6.203,-12.25,-3.205,-6.522,-4.879,-4.199,-12.654,-11.57,-10.892,1.063,-8.432,-11.346,-7.154,5.159,-15.767,-6.895,-13.879,1.455,1.957,10.372,7.736,8.937,-4.664,-10.111,-2.035,11.054,8.368,9.831,12.375,-4.771,15.372,18.444,-5.855,16.664,25.825,-19.848,22.061,-9.563,-2.619,7.069,4.372,-1.67,5.345,9.11,9.921,7.722,-25.05,-11.756,-6.863,12.994,4.207,7.33,-20.616,24.622,23.082,24.877,-27.198,-27.613,25.358,19.362,18.882,22.774,21.886,25.321,24.436,20.165,22.386,-7.598,3.029,-0.301
"767",-10.822,2.884,2.092,-6.565,-10.403,-3.542,-1.576,-0.364,-1.054,-6.108,-6.062,-12.613,-4.408,3.23,-14.038,-0.614,3.81,-5.723,6.225,2.102,-3.805,-2.29,3.775,2.159,2.891,2.102,-11.839,-8.201,-10.581,-4.239,-0.194,-5.081,-1.598,-0.989,-3.996,-3.322,-10.853,-7.257,-4.14,3.443,-2.333,-5.677,-2.668,5.074,-12.656,-4.941,-6.871,0.758,1.379,11.775,7.561,10.76,-3.293,-15.008,2.801,13.777,10.021,12.433,15.058,-1.268,17.306,20.679,-2.824,19.789,27.089,-20.406,20.952,-9.751,-2.024,10.936,9.335,0.124,8.606,12.494,13.099,11.535,-24.224,-16.192,-5.941,16.018,6.765,12.107,-22.101,24.568,22.768,24.56,-30.714,-31.228,25.386,21.701,22.07,26.29,24.03,25.317,24.42,22.434,24.373,-6.767,0.794,-3.075
"768",-8.257,6.65,8.808,0.618,-8.668,4.935,4.309,1.962,5.063,-0.0379999999999998,-2.877,-10.067,-0.223,3.813,-11.852,7.607,10.649,1.373,8.398,7.698,1.932,-1.393,6.905,5.384,8.462,7.698,-9.379,0.62,-8.507,4.941,4.067,-2.798,6.026,3.983,2.87,3.398,-9.635,-3.322,-0.732,8.664,2.8,-0.875,3.807,10.784,-9.143,3.481,-5.351,4.575,4.762,14.237,12.281,16.449,-0.381,-18.733,4.447,20.152,14.852,13.767,19.024,-0.724,20.719,25.367,0.00300000000000011,24.535,27.788,-12.079,23.299,-4.063,2.471,12.88,12.058,2.392,13.528,14.678,15.331,14.726,-19.593,-5.735,0.309,19.217,9.812,15.803,-4.315,26.063,24.601,26.01,-26.458,-26.939,26.421,24.438,23.707,27.858,25.175,26.372,25.565,23.516,25.89,3.353,8.174,5.399
"769",1.476,10.953,10.262,5.142,4.016,9.777,8.969,8.46,9.787,6.47,5.224,2.28,6.399,5.883,-0.404,10.261,12.746,7.459,12.771,9.807,8.51,0.35,9.081,8.083,11.066,9.807,3.03,4.198,3.843,9.539,9.306,6.702,8.256,8.878,8.403,8.821,-1.844,5.987,7.083,11.221,8.912,5.89,8.146,12.142,1.144,6.724,5.057,8.041,7.936,16.648,12.828,20.504,1.633,-13.027,9.543,24.295,16.594,16.563,24.12,5.274,22.061,27.122,6.455,28.23,28.09,-6.044,23.941,1.766,9.382,16.844,17.155,8.262,17.258,18.823,19.296,19.568,-7.082,4.648,7.656,23.867,12.309,21.364,1.43,26.386,25.011,25.979,-21.675,-22.232,26.705,26.298,25.088,28.267,26.594,26.269,25.582,25.185,27.05,8.303,14.07,12.113
"770",5.456,17.016,13.689,11.208,11.492,12.741,15.505,15.928,16.392,12.724,10.154,8.809,11.737,6.913,5.024,13.258,15.173,12.116,18.822,11.013,15.579,3.888,10.694,9.315,15.788,11.013,9.702,8.954,10.322,12.645,15.901,15.266,12.09,15.499,11.712,12.076,2.639,12.248,14.809,16.389,16.02,12.597,14.636,15.849,5.719,10.797,13.982,10.038,9.708,19.939,15.965,24.186,7.143,-5.894,16.003,28.366,20.593,21.54,28.045,12.239,23.802,28.686,14.074,30.642,28.759,3.302,25.972,8.474,13.506,21.516,23.58,16.169,21.431,23.031,23.358,24.454,3.334,14.579,14.405,27.807,15.847,28.555,7.964,27.725,26.414,27.336,-10.207,-10.621,27.312,26.994,27.063,28.353,27.551,26.908,26.286,26.109,27.115,13.367,23.202,21.235
"771",10.391,20.69,17.957,13.932,14.147,15.445,18.889,20.004,19.811,14.78,12.856,13.139,15.423,8.367,11.628,16.845,18.057,14.277,22.918,13.86,18.651,6.859,13.346,12.009,19.816,13.86,13.304,12.091,13.378,15.417,19.646,18.671,16.817,19.151,14.074,14.396,7.403,14.721,18.34,20.12,19.378,15.326,17.861,20.067,10.856,14.455,16.979,13.072,12.475,22.658,19.949,27.369,10.166,0.815,20.879,32.427,23.622,25.481,30.208,16.588,25.759,28.964,18.378,30.039,28.063,9.325,27.643,13.526,18.511,25.287,28.074,20.976,22.667,26.686,26.789,27.992,11.651,21.472,19.597,29.868,17.98,32.575,16.122,28.506,27.263,28.583,-4.001,-4.351,27.142,26.188,26.822,27.517,26.958,27.509,26.843,24.796,25.856,18.41,27.92,26.197
"772",14.662,22.022,19.688,15.228,17.156,16.754,20.242,20.599,21.337,16.636,15.418,16.086,17.564,10.031,14.781,18.217,19.153,16.23,23.966,15.233,20.094,8.481,14.528,13.528,21.949,15.233,16.296,13.534,16.251,16.826,20.775,20.688,18.991,20.458,15.97,16.256,10.35,16.993,19.576,22.267,20.513,17.055,19.3,22.548,13.933,16.038,19.526,14.421,13.791,24.693,21.92,29.206,15.376,4.46,22.383,33.32,26.454,26.179,29.716,18.555,27.127,28.514,21.685,26.631,27.794,12.714,28.878,16.321,21.558,25.439,28.847,23.606,21.186,26.665,26.799,27.973,15.188,23.342,21.334,29.659,18.827,33.598,17.435,28.922,27.973,29.306,-1.34,-1.688,27.555,26.182,26.874,27.396,26.443,28.218,27.373,24.387,25.34,20.325,30.099,28.435
"773",15.821,21.956,19.352,15.836,17.874,18.443,20.182,20.572,21.174,18.034,16.905,16.786,17.821,10.852,13.603,18.696,19.598,17.973,23.901,16.76,20.399,8.483,15.12,14.98,21.683,16.76,17.218,13.863,17.651,18.264,20.662,20.27,18.615,20.297,18.073,18.308,9.92,19.124,19.605,22.457,20.459,18.07,19.278,22.347,13.439,16.255,19.503,15.213,14.532,25.14,21.423,28.87,16.079,3.261,22.728,32.732,26.009,25.934,29.272,19.142,27.366,27.932,21.816,25.974,27.593,11.28,28.435,14.972,20.35,25.395,28.684,23.354,20.234,26.52,26.667,27.931,12.216,20.465,19.562,29.413,17.726,34.139,16.45,28.722,27.689,29.037,-3.992,-4.423,27.313,25.729,26.018,26.848,26.213,27.874,27.228,24.051,25.108,18.908,26.965,24.734
"774",11.773,20.678,17.161,15.049,13.195,15.769,19.603,18.267,20.592,16.455,13.603,11.765,14.725,9.506,8.124,16.51,17.887,15.508,22.063,15.499,19.199,4.686,12.73,13.201,20.638,15.499,12.265,12.805,13.182,15.742,18.838,16.961,16.469,19.039,15.189,15.492,5.61,15.886,17.211,22.493,19.136,16.63,18.849,19.351,8.468,14.667,15.409,12.686,12.086,24.64,19.815,26.541,13.896,-1.272,18.587,29.697,22.983,24.366,27.625,14.611,26.624,27.511,16.179,25.663,27.654,5.452,28.172,10.135,15.956,23.201,24.753,17.992,18.706,24.245,24.407,24.797,6.422,14.46,15.293,26.783,16.089,28.913,9.601,28.376,27.533,28.977,-10.868,-11.372,27.275,25.693,25.595,26.694,25.556,27.708,27.141,23.674,24.891,14.416,20.913,18.42
"775",7.753,13.945,13.934,9.437,7.427,12.109,12.149,11.539,13.473,10.367,9.992,7.111,9.471,6.768,2.411,12.861,14.928,10.992,15.991,13.438,11.548,-0.191,9.568,11.023,15.714,13.438,7.274,8.411,7.932,11.956,11.345,10.247,11.687,11.387,11.785,12.148,0.505,9.604,10.03,17.367,11.214,9.85,12.225,15.781,3.043,10.16,8.721,9.679,9.355,21.969,16.626,22.746,8.432,-5.942,13.385,24.87,19.953,20.878,24.558,10.185,24.394,26.815,10.686,24.346,26.761,-0.246,26.299,4.581,10.116,19.91,19.614,13.162,15.992,21.692,22.189,21.606,-4.514,6.209,8.483,25.026,13.602,23.723,0.546,27.431,26.4,27.901,-19.489,-20.098,26.653,25.33,24.469,26.26,24.814,26.917,26.476,23.254,24.413,8.224,15.584,12.517
"776",2.752,7.42,6.473,0.421,-1.584,5.04,4.59,4.202,5.668,2.116,5.032,-1.034,2.59,6.329,-4.099,5.402,8.868,3.225,10.272,8.389,3.283,0.596,5.768,7.575,8.466,8.389,-1.117,-1.745,-0.249,4.408,4.181,0.77,3.724,4.022,5.69,6.168,-3.204,1.665,1.562,10.496,3.515,1.871,4.208,9.26,-1.758,1.319,-0.522,5.367,5.437,17.717,11.608,16.842,2.959,-11.086,8.046,19.163,14.584,17.34,18.767,4.754,20.348,23.604,4.725,20.919,26.21,-13.206,24.74,-4.028,3.016,15.609,13.814,7.246,11.728,17.303,17.897,16.276,-15.44,-2.213,1.048,19.942,9.208,17.081,-9.417,26.722,25.439,26.627,-23.477,-24.065,26.281,22.891,22.404,25.12,23.399,26.494,25.83,21.862,23.424,0.837,9.217,6.096
"777",0.542,5.507,4.504,-1.374,-3.051,3.869,3.21,1.426,4.008,0.0940000000000001,3.017,-2.969,0.527,5.885,-7.966,4.357,7.809,1.619,7.545,9.537,1.375,-1.737,7.64,9.156,6.627,9.537,-2.782,-2.381,-1.395,3.111,1.604,-1.604,1.441,2.355,4.362,4.842,-6.307,0.47,-0.812,9.226,1.516,0.443,2.465,6.843,-5.901,-0.43,-2.82,6.164,6.38,15.409,9.461,12.696,-4.584,-12.223,1.882,13.469,10.976,13.056,14.639,-0.55,17.002,18.733,-2,17.094,25.566,-21.878,23.748,-10.419,-3.191,10.603,7.775,2.046,6.45,12.307,13.11,10.773,-20.164,-9.59,-4.439,15.661,4.384,10.217,-18.841,25.864,24.637,25.507,-25.989,-26.579,25.554,19.367,19.452,23.226,22.954,25.855,25.034,21.424,22.987,-6.626,2.152,-0.254
"778",-3.496,1.446,5.516,-5.424,-10.473,2.96,-1.836,-3.215,-1.326,-3.915,-0.899,-8.914,-2.933,4.5,-12.876,4.551,7.98,-0.826,4.04,8.582,-4.804,-3.494,6.19,6.639,3.504,8.582,-9.019,-4.508,-8.624,2.218,-2.665,-6.957,0.661,-2.158,2.475,2.973,-10.045,-5.646,-6.462,4.272,-3.717,-5.825,-2.923,7.553,-9.781,-1.744,-8.372,4.427,4.727,12.787,9.744,11.347,-7.365,-15.636,0.466,12.469,9.964,10.971,12.793,-2.304,15.596,19.16,-3.743,17.534,25.707,-24.446,22.973,-12.238,-4.731,8.63,6.638,-0.412,6.927,10.114,10.88,8.948,-25.717,-15.483,-7.664,13.46,4.818,9.041,-23.656,25.384,23.892,25.095,-26.85,-27.38,25.16,18.938,17.644,22.228,22.667,25.11,24.148,21.008,23.128,-8.653,-0.943,-4.191
"779",1.622,5.459,5.462,0.249,-1.932,4.483,3.763,0.941,4.855,1.848,3.858,-0.976000000000001,1.235,4.725,-4.909,5.093,8.445,2.962,6.817,7.566,2.484,-4.66,7.244,7.232,6.697,7.566,-0.519,-1.304,0.0489999999999995,3.864,1.897,-1.929,3.091,2.902,4.605,5.065,-5.534,1.339,-0.484,8.276,2.152,1.075,3.425,7.168,-3.043,0.955,-3.625,5.873,6.122,13.08,9.365,12.215,-4.431,-16.455,-0.295,13.738,10.412,10.375,14.144,-3.214,17.213,19.041,-4.191,18.873,26.083,-19.886,21.332,-8.945,-0.014,8.184,6.568,-1.016,7.604,9.983,10.782,9.333,-20.373,-14.981,-4.383,14.078,5.192,9.941,-17.701,24.264,22.534,24.4,-32.734,-33.493,24.536,19.356,18.654,23.811,22.307,24.677,23.915,20.665,23.231,-4.933,-0.436,-4.329
"780",1.73,7.058,8.258,3.746,0.706,7.122,6.573,3.273,7.764,4.927,4.975,0.791,3.83,5.811,-2.684,8.021,10.742,5.816,7.639,8.533,5.855,-1.938,7.597,6.838,8.951,8.533,1.585,2.732,2.103,6.768,4.417,1.996,6.28,5.322,6.682,7.097,-3.886,4.124,2.752,9.999,5.021,3.934,6.481,9.75,-0.48,4.593,0.452,6.513,6.667,13.934,11.668,15.54,-3.467,-17.992,2.021,18.464,13.673,11.108,17.726,-1.39,19.6,24.362,-1.65,24.052,27.266,-18.49,23.171,-7.344,1.363,9.549,8.491,0.861,12.946,11.451,12.274,11.378,-12.913,-7.235,1.534,16.792,8.767,11.978,-8.448,25.36,23.777,24.824,-29.658,-30.367,25.119,23.348,22.655,26.918,25.176,25.015,24.375,23.194,25.74,2.018,4.387,2.08
"781",4.111,11.993,11.507,7.399,7.64,11.016,11.12,9.937,12.287,8.9,7.848,5.212,8.343,5.685,0.729,11.358,13.544,9.356,12.876,11.045,11.307,-0.669,9.882,9.053,12.435,11.045,6.242,5.736,6.985,10.489,10.317,10.105,9.687,10.457,10.061,10.428,-1.326,8.995,9.669,13.301,10.888,8.652,10.728,13.874,2.463,7.94,9.254,9.401,9.309,15.938,15.47,19.279,1.094,-12.27,8.614,22.558,17.159,14.516,21.348,6.686,21.642,25.959,6.998,26.655,27.704,-6.307,23.698,1.406,9.023,13.682,14.266,9.488,14.727,15.179,15.668,15.847,-2.221,8.062,9.003,19.607,10.656,18.286,2.246,25.768,24.337,25.451,-23.35,-23.995,25.491,25.62,24.407,27.399,26.185,25.646,25.118,24.312,26.591,7.749,14.708,13.077
"782",8.19,15.217,14.998,10.685,11.448,14.01,13.717,13.481,15.109,12.088,11.686,10.443,12.058,6.843,7.407,14.517,16.129,12.715,16.936,12.266,13.952,2.036,10.724,9.754,15.96,12.266,10.757,9.459,10.769,13.791,13.746,13.907,13.257,13.441,12.979,13.294,3.807,11.889,12.7,16.323,13.717,11.261,13.808,17.218,7.755,11.817,13.381,10.795,10.455,19.507,17.541,22.795,4.652,-5.337,14.506,26.589,20.44,19.57,26.535,12.495,24.059,28.665,13.639,29.941,27.637,1.534,26.08,7.659,13.801,19.375,21.408,15.961,20.482,20.976,21.422,22.507,6.375,17.713,15.635,26.263,15.179,26.643,10.793,27.3,26.006,27.083,-12.535,-13.029,26.486,27.436,27.099,28.24,27.03,26.411,25.815,25.349,26.644,14.42,22.331,21.196
"783",13.33,18.724,18.166,12.88,16.268,15.132,16.933,17.341,18.204,14.488,14.985,15.888,15.909,8.841,13.794,16.604,17.817,14.518,20.749,13.903,17.202,6.443,13.502,12.303,18.992,13.903,16.175,11.025,15.994,14.906,17.381,18.531,16.282,17.007,14.542,14.835,9.015,15.514,16.743,19.047,17.132,14.512,16.513,21.616,13.078,13.54,17.793,13.35,12.85,21.731,21.404,26.337,8.029,1.597,18.184,31.048,25.107,22.816,27.969,14.944,26.738,28.125,16.64,28.726,27.386,8.72,27.34,13.402,19.049,22.301,24.952,19.323,21.506,23.569,23.612,24.78,11.837,20.157,18.973,27.408,17.683,29.75,15.235,27.846,26.718,28.286,-4.137,-4.534,27.021,26.604,27.685,27.862,26.462,27.196,26.379,24.343,25.476,17.744,25.969,24.561
"784",15.274,22.327,20.079,15.817,16.605,18.156,20.243,20.27,21.481,17.508,16.712,16.556,17.933,10.513,15.724,19.313,19.993,17.719,24.515,16.666,20.139,8.666,15.178,14.235,22.431,16.666,16.309,14.127,15.872,18.411,20.832,19.763,19.277,20.44,17.231,17.474,11.273,17.463,19.039,22.68,20.252,17.155,19.681,22.287,14.755,16.526,18.898,15.007,14.388,25.996,21.659,31.03,13.557,4.41,21.586,34.336,26.164,25.946,31,17.65,27.719,28.015,20.622,26.638,27.236,13.075,27.88,16.483,21.65,25.043,28.459,22.967,20.871,26.248,26.43,27.825,15.035,23.871,21.373,30.064,18.179,33.787,18.919,28.618,27.337,28.921,-1.68,-2.061,27.508,26.194,27.193,27.5,26.64,27.892,26.907,24.431,25.517,20.491,30.15,28.722
"785",14.768,23.89,20.621,17.366,17.481,18.046,22.151,21.788,23.118,19.017,15.984,15.811,18.225,9.462,13.007,19.353,20.093,18.327,25.44,16.738,22.139,5.989,14.427,14.304,23.631,16.738,16.273,15.482,16.785,18.333,22.543,21.604,19.967,22.378,17.327,17.572,8.988,19.083,20.99,24.732,22.353,19.264,21.194,23.725,12.515,17.736,20.332,14.48,13.83,26.503,23.145,29.323,13.707,2.721,23.152,32.858,27.355,27.154,29.63,18.744,28.762,27.828,21.355,25.807,27.184,11.529,28.118,15.432,20.979,26.266,29.435,23.218,19.921,27.243,27.409,28.652,12.895,21.703,20.055,30.035,17.569,34.407,16.504,28.916,27.602,28.986,-3.827,-4.236,27.612,25.659,26.629,27.237,27.241,27.877,27.169,24.728,26.065,19.373,27.977,25.769
"786",12.027,21.04,17.308,13.329,12.633,14.399,19.142,18.507,19.535,14.482,13.733,11.982,14.321,9.493,8.598,15.864,17.348,14.066,22.394,14.824,17.743,4.945,12.406,12.854,20.74,14.824,12.319,11.386,12.904,14.231,19.162,16.752,16.058,19.219,14.142,14.472,6.013,14.4,16.903,22.014,18.909,14.944,17.439,18.932,8.922,13.607,14.958,12.335,11.883,26.111,18.442,27.987,14.073,-0.982,19.29,29.6,22.16,25.844,28.297,14.48,26.273,28.235,15.847,25.931,27.521,5.911,27.7,10.341,15.873,24.681,25.902,17.608,19.711,25.808,25.984,26.332,6.907,14.122,15.557,28.056,16.766,29.486,8.947,28.824,27.594,28.826,-11.067,-11.577,27.889,25.907,25.815,26.816,26.812,27.854,27.185,24.471,25.918,14.64,20.626,18.38
